Date,Fire_Count,Fire_Pressure
2019-06-20,0,0.0
2019-06-21,2,0.73
2019-06-22,5,1.28
2019-06-23,0,0.0
2019-06-24,0,0.0
2019-06-25,0,0.0
2019-06-26,0,0.0
2019-06-27,0,0.0
2019-06-28,3,3.11
2019-06-29,0,0.0
2019-06-30,0,0.0
2019-07-01,0,0.0
2019-07-02,0,0.0
2019-07-03,0,0.0
2019-07-04,0,0.0
2019-07-05,0,0.0
2019-07-06,0,0.0
2019-07-07,0,0.0
2019-07-08,0,0.0
2019-07-09,0,0.0
2019-07-10,0,0.0
2019-07-11,0,0.0
2019-07-12,0,0.0
2019-07-13,0,0.0
2019-07-14,0,0.0
2019-07-15,1,0.25
2019-07-16,1,0.53
2019-07-17,0,0.0
2019-07-18,3,0.28
2019-07-19,2,1.53
2019-07-20,0,0.0
2019-07-21,0,0.0
2019-07-22,0,0.0
2019-07-23,0,0.0
2019-07-24,0,0.0
2019-07-25,0,0.0
2019-07-26,0,0.0
2019-07-27,0,0.0
2019-07-28,0,0.0
2019-07-29,0,0.0
2019-07-30,0,0.0
2019-07-31,0,0.0
2019-08-01,0,0.0
2019-08-02,0,0.0
2019-08-03,0,0.0
2019-08-04,0,0.0
2019-08-05,0,0.0
2019-08-06,0,0.0
2019-08-07,0,0.0
2019-08-08,0,0.0
2019-08-09,0,0.0
2019-08-10,0,0.0
2019-08-11,0,0.0
2019-08-12,0,0.0
2019-08-13,0,0.0
2019-08-14,0,0.0
2019-08-15,0,0.0
2019-08-16,0,0.0
2019-08-17,0,0.0
2019-08-18,0,0.0
2019-08-19,0,0.0
2019-08-20,0,0.0
2019-08-21,0,0.0
2019-08-22,0,0.0
2019-08-23,0,0.0
2019-08-24,0,0.0
2019-08-25,0,0.0
2019-08-26,2,9.58
2019-08-27,0,0.0
2019-08-28,0,0.0
2019-08-29,0,0.0
2019-08-30,0,0.0
2019-08-31,0,0.0
2019-09-01,0,0.0
2019-09-02,0,0.0
2019-09-03,0,0.0
2019-09-04,0,0.0
2019-09-05,0,0.0
2019-09-06,0,0.0
2019-09-07,1,0.26
2019-09-08,0,0.0
2019-09-09,0,0.0
2019-09-10,0,0.0
2019-09-11,0,0.0
2019-09-12,0,0.0
2019-09-13,0,0.0
2019-09-14,0,0.0
2019-09-15,0,0.0
2019-09-16,3,1.83
2019-09-17,3,6.19
2019-09-18,0,0.0
2019-09-19,0,0.0
2019-09-20,0,0.0
2019-09-21,0,0.0
2019-09-22,1,0.21
2019-09-23,3,1.41
2019-09-24,2,6.81
2019-09-25,0,0.0
2019-09-26,0,0.0
2019-09-27,4,4.11
2019-09-28,0,0.0
2019-09-29,4,3.11
2019-09-30,0,0.0
2019-10-01,0,0.0
2019-10-02,1,0.2
2019-10-03,3,2.7
2019-10-04,0,0.0
2019-10-05,0,0.0
2019-10-06,0,0.0
2019-10-07,2,6.56
2019-10-08,5,5.73
2019-10-09,1,0.15
2019-10-10,1,0.2
2019-10-11,1,0.31
2019-10-12,1,0.29
2019-10-13,0,0.0
2019-10-14,0,0.0
2019-10-15,0,0.0
2019-10-16,0,0.0
2019-10-17,0,0.0
2019-10-18,1,0.31
2019-10-19,1,0.61
2019-10-20,2,4.49
2019-10-21,2,1.94
2019-10-22,0,0.0
2019-10-23,1,3.43
2019-10-24,5,2.83
2019-10-25,4,1.13
2019-10-26,2,1.47
2019-10-27,0,0.0
2019-10-28,1,0.12
2019-10-29,1,0.3
2019-10-30,3,4.99
2019-10-31,0,0.0
2019-11-01,0,0.0
2019-11-02,3,0.44
2019-11-03,3,1.85
2019-11-04,5,5.06
2019-11-05,4,3.2
2019-11-06,0,0.0
2019-11-07,0,0.0
2019-11-08,0,0.0
2019-11-09,0,0.0
2019-11-10,1,0.2
2019-11-11,0,0.0
2019-11-12,0,0.0
2019-11-13,3,0.37
2019-11-14,0,0.0
2019-11-15,11,48.52
2019-11-16,5,1.09
2019-11-17,2,0.6
2019-11-18,6,1.67
2019-11-19,6,6.42
2019-11-20,20,44.31
2019-11-21,22,29.36
2019-11-22,10,2.48
2019-11-23,7,5.68
2019-11-24,12,8.0
2019-11-25,9,12.41
2019-11-26,52,52.33
2019-11-27,26,25.98
2019-11-28,26,18.55
2019-11-29,20,28.91
2019-11-30,32,41.28
2019-12-01,67,60.38
2019-12-02,29,21.82
2019-12-03,0,0.0
2019-12-04,6,3.04
2019-12-05,17,9.33
2019-12-06,34,17.47
2019-12-07,51,59.64
2019-12-08,39,30.5
2019-12-09,13,20.51
2019-12-10,18,11.36
2019-12-11,25,15.19
2019-12-12,30,12.78
2019-12-13,28,9.49
2019-12-14,27,8.82
2019-12-15,13,5.06
2019-12-16,19,22.8
2019-12-17,26,11.06
2019-12-18,21,5.1
2019-12-19,16,8.17
2019-12-20,11,3.77
2019-12-21,10,3.88
2019-12-22,10,3.2
2019-12-23,18,5.0
2019-12-24,13,3.54
2019-12-25,6,2.73
2019-12-26,11,3.48
2019-12-27,6,1.43
2019-12-28,1,0.29
2019-12-29,0,0.0
2019-12-30,0,0.0
2019-12-31,0,0.0
2020-01-01,2,0.52
2020-01-02,4,1.35
2020-01-03,7,2.33
2020-01-04,5,0.97
2020-01-05,5,2.04
2020-01-06,4,1.47
2020-01-07,11,5.89
2020-01-08,18,16.62
2020-01-09,8,2.33
2020-01-10,4,0.38
2020-01-11,5,1.91
2020-01-12,12,3.84
2020-01-13,19,15.35
2020-01-14,9,3.35
2020-01-15,14,4.9
2020-01-16,23,7.68
2020-01-17,11,19.1
2020-01-18,17,5.23
2020-01-19,10,4.86
2020-01-20,3,0.88
2020-01-21,10,2.37
2020-01-22,15,4.57
2020-01-23,27,5.59
2020-01-24,20,3.58
2020-01-25,11,2.38
2020-01-26,15,11.49
2020-01-27,15,2.51
2020-01-28,16,4.97
2020-01-29,26,7.51
2020-01-30,11,5.03
2020-01-31,6,6.88
2020-02-01,2,0.35
2020-02-02,8,10.54
2020-02-03,21,4.53
2020-02-04,21,7.54
2020-02-05,2,0.22
2020-02-06,9,6.13
2020-02-07,16,2.22
2020-02-08,15,2.89
2020-02-09,2,0.39
2020-02-10,8,1.59
2020-02-11,12,3.17
2020-02-12,29,5.48
2020-02-13,15,3.64
2020-02-14,55,12.65
2020-02-15,30,9.23
2020-02-16,9,1.36
2020-02-17,13,2.16
2020-02-18,11,1.2
2020-02-19,11,2.78
2020-02-20,10,4.02
2020-02-21,22,3.02
2020-02-22,1,0.57
2020-02-23,2,0.21
2020-02-24,11,1.74
2020-02-25,7,0.88
2020-02-26,2,0.23
2020-02-27,4,0.59
2020-02-28,9,1.89
2020-02-29,12,1.97
2020-03-01,28,5.88
2020-03-02,31,4.07
2020-03-03,21,3.5
2020-03-04,7,0.91
2020-03-05,54,6.02
2020-03-06,78,11.1
2020-03-07,108,17.01
2020-03-08,69,10.87
2020-03-09,101,14.81
2020-03-10,87,12.43
2020-03-11,229,41.74
2020-03-12,308,65.2
2020-03-13,162,30.87
2020-03-14,44,6.67
2020-03-15,23,2.72
2020-03-16,42,7.03
2020-03-17,191,33.45
2020-03-18,146,28.88
2020-03-19,77,24.72
2020-03-20,105,24.82
2020-03-21,71,11.98
2020-03-22,161,32.87
2020-03-23,193,56.8
2020-03-24,101,33.07
2020-03-25,143,72.19
2020-03-26,247,106.24
2020-03-27,254,115.52
2020-03-28,244,76.69
2020-03-29,137,61.28
2020-03-30,118,57.22
2020-03-31,164,45.16
2020-04-01,272,141.78
2020-04-02,559,286.31
2020-04-03,423,247.14
2020-04-04,137,39.65
2020-04-05,82,20.7
2020-04-06,210,66.92
2020-04-07,272,69.35
2020-04-08,136,28.56
2020-04-09,8,1.14
2020-04-10,33,7.76
2020-04-11,6,1.91
2020-04-12,53,20.98
2020-04-13,1,0.11
2020-04-14,1,0.13
2020-04-15,3,0.6
2020-04-16,8,0.72
2020-04-17,13,1.45
2020-04-18,54,10.82
2020-04-19,10,1.9
2020-04-20,15,5.01
2020-04-21,51,14.01
2020-04-22,64,18.49
2020-04-23,54,11.89
2020-04-24,3,0.58
2020-04-25,0,0.0
2020-04-26,0,0.0
2020-04-27,0,0.0
2020-04-28,1,0.24
2020-04-29,0,0.0
2020-04-30,0,0.0
2020-05-01,0,0.0
2020-05-02,0,0.0
2020-05-03,3,0.5
2020-05-04,4,0.96
2020-05-05,9,1.36
2020-05-06,16,10.28
2020-05-07,25,4.68
2020-05-08,18,3.59
2020-05-09,16,8.58
2020-05-10,7,1.73
2020-05-11,1,0.26
2020-05-12,3,1.01
2020-05-13,9,2.31
2020-05-14,8,7.85
2020-05-15,12,2.38
2020-05-16,30,23.36
2020-05-17,11,8.23
2020-05-18,18,21.12
2020-05-19,23,13.34
2020-05-20,4,2.69
2020-05-21,1,1.71
2020-05-22,2,0.32
2020-05-23,0,0.0
2020-05-24,2,0.63
2020-05-25,37,20.72
2020-05-26,11,3.47
2020-05-27,14,4.21
2020-05-28,1,0.13
2020-05-29,0,0.0
2020-05-30,1,0.2
2020-05-31,1,0.26
2020-06-01,0,0.0
2020-06-02,0,0.0
2020-06-03,0,0.0
2020-06-04,1,0.21
2020-06-05,0,0.0
2020-06-06,0,0.0
2020-06-07,0,0.0
2020-06-08,0,0.0
2020-06-09,2,0.59
2020-06-10,1,10.08
2020-06-11,1,0.13
2020-06-12,0,0.0
2020-06-13,3,0.83
2020-06-14,0,0.0
2020-06-15,0,0.0
2020-06-16,0,0.0
2020-06-17,0,0.0
2020-06-18,0,0.0
2020-06-19,0,0.0
2020-06-20,0,0.0
2020-06-21,0,0.0
2020-06-22,0,0.0
2020-06-23,1,0.1
2020-06-24,0,0.0
2020-06-25,0,0.0
2020-06-26,0,0.0
2020-06-27,0,0.0
2020-06-28,0,0.0
2020-06-29,0,0.0
2020-06-30,0,0.0
2020-07-01,0,0.0
2020-07-02,0,0.0
2020-07-03,0,0.0
2020-07-04,0,0.0
2020-07-05,0,0.0
2020-07-06,0,0.0
2020-07-07,0,0.0
2020-07-08,0,0.0
2020-07-09,0,0.0
2020-07-10,0,0.0
2020-07-11,0,0.0
2020-07-12,0,0.0
2020-07-13,0,0.0
2020-07-14,0,0.0
2020-07-15,0,0.0
2020-07-16,0,0.0
2020-07-17,0,0.0
2020-07-18,0,0.0
2020-07-19,0,0.0
2020-07-20,0,0.0
2020-07-21,0,0.0
2020-07-22,0,0.0
2020-07-23,0,0.0
2020-07-24,1,0.54
2020-07-25,1,0.1
2020-07-26,0,0.0
2020-07-27,0,0.0
2020-07-28,0,0.0
2020-07-29,0,0.0
2020-07-30,0,0.0
2020-07-31,0,0.0
2020-08-01,0,0.0
2020-08-02,0,0.0
2020-08-03,0,0.0
2020-08-04,0,0.0
2020-08-05,0,0.0
2020-08-06,0,0.0
2020-08-07,0,0.0
2020-08-08,0,0.0
2020-08-09,0,0.0
2020-08-10,0,0.0
2020-08-11,0,0.0
2020-08-12,0,0.0
2020-08-13,0,0.0
2020-08-14,0,0.0
2020-08-15,0,0.0
2020-08-16,0,0.0
2020-08-17,0,0.0
2020-08-18,0,0.0
2020-08-19,0,0.0
2020-08-20,0,0.0
2020-08-21,0,0.0
2020-08-22,0,0.0
2020-08-23,0,0.0
2020-08-24,0,0.0
2020-08-25,0,0.0
2020-08-26,0,0.0
2020-08-27,0,0.0
2020-08-28,0,0.0
2020-08-29,0,0.0
2020-08-30,0,0.0
2020-08-31,0,0.0
2020-09-01,0,0.0
2020-09-02,0,0.0
2020-09-03,0,0.0
2020-09-04,0,0.0
2020-09-05,0,0.0
2020-09-06,0,0.0
2020-09-07,0,0.0
2020-09-08,0,0.0
2020-09-09,0,0.0
2020-09-10,0,0.0
2020-09-11,0,0.0
2020-09-12,0,0.0
2020-09-13,0,0.0
2020-09-14,0,0.0
2020-09-15,0,0.0
2020-09-16,0,0.0
2020-09-17,0,0.0
2020-09-18,0,0.0
2020-09-19,0,0.0
2020-09-20,0,0.0
2020-09-21,0,0.0
2020-09-22,0,0.0
2020-09-23,1,1.92
2020-09-24,0,0.0
2020-09-25,0,0.0
2020-09-26,0,0.0
2020-09-27,0,0.0
2020-09-28,0,0.0
2020-09-29,0,0.0
2020-09-30,0,0.0
2020-10-01,0,0.0
2020-10-02,0,0.0
2020-10-03,0,0.0
2020-10-04,0,0.0
2020-10-05,3,0.46
2020-10-06,1,0.14
2020-10-07,0,0.0
2020-10-08,0,0.0
2020-10-09,0,0.0
2020-10-10,0,0.0
2020-10-11,3,0.47
2020-10-12,2,0.3
2020-10-13,2,0.28
2020-10-14,1,0.11
2020-10-15,0,0.0
2020-10-16,0,0.0
2020-10-17,0,0.0
2020-10-18,0,0.0
2020-10-19,0,0.0
2020-10-20,0,0.0
2020-10-21,0,0.0
2020-10-22,0,0.0
2020-10-23,0,0.0
2020-10-24,0,0.0
2020-10-25,5,4.78
2020-10-26,4,2.08
2020-10-27,6,2.35
2020-10-28,0,0.0
2020-10-29,0,0.0
2020-10-30,0,0.0
2020-10-31,0,0.0
2020-11-01,0,0.0
2020-11-02,2,1.03
2020-11-03,1,0.54
2020-11-04,0,0.0
2020-11-05,0,0.0
2020-11-06,0,0.0
2020-11-07,1,0.5
2020-11-08,3,1.28
2020-11-09,2,0.38
2020-11-10,9,6.1
2020-11-11,11,3.79
2020-11-12,23,10.9
2020-11-13,14,7.84
2020-11-14,8,3.82
2020-11-15,1,0.48
2020-11-16,10,2.46
2020-11-17,16,6.35
2020-11-18,8,2.36
2020-11-19,5,0.82
2020-11-20,1,0.28
2020-11-21,16,18.22
2020-11-22,23,14.43
2020-11-23,27,21.34
2020-11-24,12,9.58
2020-11-25,5,16.67
2020-11-26,23,16.77
2020-11-27,15,8.94
2020-11-28,40,38.16
2020-11-29,34,28.1
2020-11-30,22,20.61
2020-12-01,13,4.35
2020-12-02,42,23.62
2020-12-03,45,35.27
2020-12-04,13,11.43
2020-12-05,5,1.15
2020-12-06,13,4.79
2020-12-07,15,6.92
2020-12-08,27,26.31
2020-12-09,33,14.89
2020-12-10,16,7.08
2020-12-11,20,3.65
2020-12-12,32,11.03
2020-12-13,23,10.23
2020-12-14,42,19.26
2020-12-15,31,10.66
2020-12-16,5,1.13
2020-12-17,17,5.6
2020-12-18,18,4.92
2020-12-19,35,14.48
2020-12-20,0,0.0
2020-12-21,4,1.61
2020-12-22,6,1.06
2020-12-23,16,4.28
2020-12-24,27,13.01
2020-12-25,15,12.92
2020-12-26,9,8.42
2020-12-27,11,2.84
2020-12-28,25,10.17
2020-12-29,19,6.0
2020-12-30,30,8.45
2020-12-31,2,0.53
2021-01-01,12,2.94
2021-01-02,7,1.16
2021-01-03,18,5.87
2021-01-04,20,4.56
2021-01-05,18,8.04
2021-01-06,8,2.39
2021-01-07,7,1.82
2021-01-08,8,2.13
2021-01-09,9,3.94
2021-01-10,5,1.25
2021-01-11,0,0.0
2021-01-12,0,0.0
2021-01-13,0,0.0
2021-01-14,16,3.53
2021-01-15,11,2.7
2021-01-16,24,6.54
2021-01-17,7,1.47
2021-01-18,6,2.04
2021-01-19,21,6.33
2021-01-20,28,12.31
2021-01-21,18,5.59
2021-01-22,7,1.18
2021-01-23,23,10.1
2021-01-24,23,23.05
2021-01-25,23,8.43
2021-01-26,23,9.0
2021-01-27,11,2.36
2021-01-28,19,3.13
2021-01-29,26,8.11
2021-01-30,24,4.94
2021-01-31,0,0.0
2021-02-01,1,0.12
2021-02-02,3,0.41
2021-02-03,2,0.32
2021-02-04,3,0.42
2021-02-05,3,0.4
2021-02-06,2,0.34
2021-02-07,1,0.38
2021-02-08,0,0.0
2021-02-09,0,0.0
2021-02-10,0,0.0
2021-02-11,3,1.26
2021-02-12,2,0.35
2021-02-13,0,0.0
2021-02-14,1,0.08
2021-02-15,3,0.41
2021-02-16,4,1.19
2021-02-17,3,0.53
2021-02-18,0,0.0
2021-02-19,1,0.17
2021-02-20,1,0.14
2021-02-21,1,0.09
2021-02-22,5,0.83
2021-02-23,2,0.26
2021-02-24,1,0.19
2021-02-25,2,0.27
2021-02-26,2,0.3
2021-02-27,8,1.25
2021-02-28,6,1.68
2021-03-01,9,1.04
2021-03-02,3,0.34
2021-03-03,4,0.68
2021-03-04,4,0.61
2021-03-05,10,1.36
2021-03-06,9,9.47
2021-03-07,13,1.31
2021-03-08,13,1.48
2021-03-09,17,3.03
2021-03-10,10,2.56
2021-03-11,6,1.41
2021-03-12,24,3.9
2021-03-13,28,3.79
2021-03-14,21,2.32
2021-03-15,32,3.91
2021-03-16,32,3.37
2021-03-17,35,3.62
2021-03-18,28,4.66
2021-03-19,38,5.47
2021-03-20,49,9.83
2021-03-21,21,6.97
2021-03-22,104,13.58
2021-03-23,10,1.42
2021-03-24,59,7.17
2021-03-25,9,1.09
2021-03-26,11,1.5
2021-03-27,0,0.0
2021-03-28,47,5.11
2021-03-29,51,13.07
2021-03-30,137,23.98
2021-03-31,112,18.86
2021-04-01,95,16.8
2021-04-02,25,4.64
2021-04-03,0,0.0
2021-04-04,0,0.0
2021-04-05,0,0.0
2021-04-06,0,0.0
2021-04-07,0,0.0
2021-04-08,0,0.0
2021-04-09,0,0.0
2021-04-10,11,1.49
2021-04-11,6,1.36
2021-04-12,1,0.13
2021-04-13,2,0.25
2021-04-14,1,0.17
2021-04-15,15,1.63
2021-04-16,3,0.67
2021-04-17,0,0.0
2021-04-18,0,0.0
2021-04-19,1,0.5
2021-04-20,16,1.8
2021-04-21,30,3.68
2021-04-22,33,4.1
2021-04-23,13,1.65
2021-04-24,36,3.56
2021-04-25,14,1.81
2021-04-26,2,0.29
2021-04-27,0,0.0
2021-04-28,0,0.0
2021-04-29,10,0.95
2021-04-30,0,0.0
2021-05-01,11,1.47
2021-05-02,0,0.0
2021-05-03,16,3.66
2021-05-04,51,8.69
2021-05-05,23,6.18
2021-05-06,0,0.0
2021-05-07,10,1.46
2021-05-08,12,3.65
2021-05-09,2,1.0
2021-05-10,3,1.57
2021-05-11,10,3.29
2021-05-12,1,7.86
2021-05-13,0,0.0
2021-05-14,2,0.22
2021-05-15,3,0.33
2021-05-16,12,2.79
2021-05-17,40,10.3
2021-05-18,0,0.0
2021-05-19,1,0.12
2021-05-20,6,2.89
2021-05-21,1,0.09
2021-05-22,0,0.0
2021-05-23,1,0.48
2021-05-24,0,0.0
2021-05-25,0,0.0
2021-05-26,0,0.0
2021-05-27,4,3.18
2021-05-28,0,0.0
2021-05-29,1,0.19
2021-05-30,2,0.48
2021-05-31,0,0.0
2021-06-01,4,1.23
2021-06-02,5,3.11
2021-06-03,0,0.0
2021-06-04,0,0.0
2021-06-05,0,0.0
2021-06-06,4,2.25
2021-06-07,0,0.0
2021-06-08,0,0.0
2021-06-09,0,0.0
2021-06-10,0,0.0
2021-06-11,0,0.0
2021-06-12,0,0.0
2021-06-13,0,0.0
2021-06-14,0,0.0
2021-06-15,0,0.0
2021-06-16,0,0.0
2021-06-17,0,0.0
2021-06-18,1,0.09
2021-06-19,0,0.0
2021-06-20,0,0.0
2021-06-21,0,0.0
2021-06-22,0,0.0
2021-06-23,0,0.0
2021-06-24,0,0.0
2021-06-25,0,0.0
2021-06-26,0,0.0
2021-06-27,0,0.0
2021-06-28,0,0.0
2021-06-29,0,0.0
2021-06-30,0,0.0
2021-07-01,0,0.0
2021-07-02,0,0.0
2021-07-03,0,0.0
2021-07-04,0,0.0
2021-07-05,0,0.0
2021-07-06,0,0.0
2021-07-07,0,0.0
2021-07-08,0,0.0
2021-07-09,0,0.0
2021-07-10,0,0.0
2021-07-11,0,0.0
2021-07-12,0,0.0
2021-07-13,0,0.0
2021-07-14,0,0.0
2021-07-15,0,0.0
2021-07-16,0,0.0
2021-07-17,0,0.0
2021-07-18,0,0.0
2021-07-19,0,0.0
2021-07-20,0,0.0
2021-07-21,0,0.0
2021-07-22,0,0.0
2021-07-23,0,0.0
2021-07-24,0,0.0
2021-07-25,0,0.0
2021-07-26,0,0.0
2021-07-27,0,0.0
2021-07-28,0,0.0
2021-07-29,0,0.0
2021-07-30,0,0.0
2021-07-31,1,0.57
2021-08-01,0,0.0
2021-08-02,0,0.0
2021-08-03,0,0.0
2021-08-04,0,0.0
2021-08-05,0,0.0
2021-08-06,0,0.0
2021-08-07,0,0.0
2021-08-08,0,0.0
2021-08-09,0,0.0
2021-08-10,0,0.0
2021-08-11,0,0.0
2021-08-12,0,0.0
2021-08-13,0,0.0
2021-08-14,0,0.0
2021-08-15,0,0.0
2021-08-16,0,0.0
2021-08-17,0,0.0
2021-08-18,0,0.0
2021-08-19,0,0.0
2021-08-20,0,0.0
2021-08-21,0,0.0
2021-08-22,0,0.0
2021-08-23,0,0.0
2021-08-24,0,0.0
2021-08-25,0,0.0
2021-08-26,0,0.0
2021-08-27,0,0.0
2021-08-28,0,0.0
2021-08-29,0,0.0
2021-08-30,0,0.0
2021-08-31,0,0.0
2021-09-01,0,0.0
2021-09-02,0,0.0
2021-09-03,0,0.0
2021-09-04,0,0.0
2021-09-05,0,0.0
2021-09-06,0,0.0
2021-09-07,0,0.0
2021-09-08,0,0.0
2021-09-09,0,0.0
2021-09-10,0,0.0
2021-09-11,0,0.0
2021-09-12,0,0.0
2021-09-13,1,0.45
2021-09-14,0,0.0
2021-09-15,0,0.0
2021-09-16,0,0.0
2021-09-17,0,0.0
2021-09-18,0,0.0
2021-09-19,0,0.0
2021-09-20,0,0.0
2021-09-21,0,0.0
2021-09-22,0,0.0
2021-09-23,0,0.0
2021-09-24,0,0.0
2021-09-25,0,0.0
2021-09-26,0,0.0
2021-09-27,0,0.0
2021-09-28,0,0.0
2021-09-29,1,0.53
2021-09-30,0,0.0
2021-10-01,0,0.0
2021-10-02,0,0.0
2021-10-03,2,2.73
2021-10-04,0,0.0
2021-10-05,0,0.0
2021-10-06,0,0.0
2021-10-07,0,0.0
2021-10-08,1,1.09
2021-10-09,4,1.03
2021-10-10,2,1.6
2021-10-11,0,0.0
2021-10-12,0,0.0
2021-10-13,0,0.0
2021-10-14,0,0.0
2021-10-15,0,0.0
2021-10-16,0,0.0
2021-10-17,0,0.0
2021-10-18,0,0.0
2021-10-19,0,0.0
2021-10-20,0,0.0
2021-10-21,0,0.0
2021-10-22,0,0.0
2021-10-23,0,0.0
2021-10-24,0,0.0
2021-10-25,1,0.19
2021-10-26,0,0.0
2021-10-27,0,0.0
2021-10-28,0,0.0
2021-10-29,0,0.0
2021-10-30,0,0.0
2021-10-31,0,0.0
2021-11-01,0,0.0
2021-11-02,0,0.0
2021-11-03,0,0.0
2021-11-04,0,0.0
2021-11-05,0,0.0
2021-11-06,1,0.18
2021-11-07,0,0.0
2021-11-08,0,0.0
2021-11-09,2,0.58
2021-11-10,0,0.0
2021-11-11,0,0.0
2021-11-12,0,0.0
2021-11-13,0,0.0
2021-11-14,0,0.0
2021-11-15,3,4.09
2021-11-16,0,0.0
2021-11-17,1,0.32
2021-11-18,1,0.33
2021-11-19,1,0.52
2021-11-20,4,2.79
2021-11-21,3,0.4
2021-11-22,3,0.68
2021-11-23,1,0.19
2021-11-24,0,0.0
2021-11-25,1,0.12
2021-11-26,0,0.0
2021-11-27,0,0.0
2021-11-28,0,0.0
2021-11-29,2,4.2
2021-11-30,5,14.01
2021-12-01,20,8.48
2021-12-02,1,0.5
2021-12-03,6,6.26
2021-12-04,9,2.37
2021-12-05,19,7.19
2021-12-06,27,9.16
2021-12-07,9,1.66
2021-12-08,3,0.55
2021-12-09,4,0.7
2021-12-10,9,2.13
2021-12-11,20,8.51
2021-12-12,9,1.87
2021-12-13,4,1.23
2021-12-14,2,1.19
2021-12-15,1,0.07
2021-12-16,8,3.73
2021-12-17,16,4.03
2021-12-18,1,0.13
2021-12-19,0,0.0
2021-12-20,4,2.48
2021-12-21,10,2.76
2021-12-22,13,4.38
2021-12-23,12,4.19
2021-12-24,0,0.0
2021-12-25,5,5.67
2021-12-26,2,0.59
2021-12-27,8,2.02
2021-12-28,9,4.95
2021-12-29,6,1.17
2021-12-30,1,0.1
2021-12-31,2,2.48
2022-01-01,0,0.0
2022-01-02,8,1.39
2022-01-03,2,1.14
2022-01-04,2,0.31
2022-01-05,1,0.18
2022-01-06,8,30.48
2022-01-07,24,7.96
2022-01-08,8,1.16
2022-01-09,8,1.17
2022-01-10,12,1.88
2022-01-11,4,1.11
2022-01-12,2,0.3
2022-01-13,17,3.38
2022-01-14,3,0.82
2022-01-15,1,1.88
2022-01-16,0,0.0
2022-01-17,0,0.0
2022-01-18,0,0.0
2022-01-19,0,0.0
2022-01-20,0,0.0
2022-01-21,0,0.0
2022-01-22,1,0.19
2022-01-23,1,0.1
2022-01-24,1,0.25
2022-01-25,1,0.15
2022-01-26,10,1.6
2022-01-27,26,4.2
2022-01-28,44,9.7
2022-01-29,55,16.27
2022-01-30,10,2.89
2022-01-31,23,4.89
2022-02-01,13,5.36
2022-02-02,14,2.45
2022-02-03,20,7.73
2022-02-04,21,5.71
2022-02-05,0,0.0
2022-02-06,0,0.0
2022-02-07,1,0.46
2022-02-08,8,1.64
2022-02-09,11,1.73
2022-02-10,16,4.17
2022-02-11,15,2.8
2022-02-12,36,13.9
2022-02-13,27,8.31
2022-02-14,35,24.37
2022-02-15,0,0.0
2022-02-16,2,0.2
2022-02-17,0,0.0
2022-02-18,0,0.0
2022-02-19,0,0.0
2022-02-20,0,0.0
2022-02-21,0,0.0
2022-02-22,1,0.21
2022-02-23,0,0.0
2022-02-24,2,4.32
2022-02-25,0,0.0
2022-02-26,0,0.0
2022-02-27,3,1.06
2022-02-28,3,0.31
2022-03-01,4,0.47
2022-03-02,2,0.24
2022-03-03,5,0.5
2022-03-04,0,0.0
2022-03-05,2,0.2
2022-03-06,3,0.32
2022-03-07,3,0.36
2022-03-08,0,0.0
2022-03-09,3,0.43
2022-03-10,1,0.15
2022-03-11,2,3.19
2022-03-12,5,0.9
2022-03-13,0,0.0
2022-03-14,1,0.09
2022-03-15,9,0.93
2022-03-16,1,0.12
2022-03-17,28,3.1
2022-03-18,26,3.0
2022-03-19,8,0.98
2022-03-20,5,0.44
2022-03-21,13,1.44
2022-03-22,2,0.24
2022-03-23,0,0.0
2022-03-24,0,0.0
2022-03-25,1,0.09
2022-03-26,11,1.26
2022-03-27,31,3.87
2022-03-28,82,9.64
2022-03-29,1,0.13
2022-03-30,3,0.45
2022-03-31,0,0.0
2022-04-01,2,0.38
2022-04-02,0,0.0
2022-04-03,3,0.47
2022-04-04,6,1.02
2022-04-05,13,2.05
2022-04-06,0,0.0
2022-04-07,1,0.14
2022-04-08,15,2.25
2022-04-09,15,2.29
2022-04-10,6,0.66
2022-04-11,29,3.06
2022-04-12,18,2.35
2022-04-13,53,11.27
2022-04-14,20,2.01
2022-04-15,6,0.93
2022-04-16,12,2.53
2022-04-17,1,0.09
2022-04-18,4,0.33
2022-04-19,1,0.42
2022-04-20,1,0.26
2022-04-21,0,0.0
2022-04-22,0,0.0
2022-04-23,23,3.44
2022-04-24,2,0.18
2022-04-25,40,6.56
2022-04-26,17,4.06
2022-04-27,44,6.93
2022-04-28,61,21.93
2022-04-29,1,0.1
2022-04-30,0,0.0
2022-05-01,0,0.0
2022-05-02,0,0.0
2022-05-03,2,0.37
2022-05-04,48,18.61
2022-05-05,0,0.0
2022-05-06,0,0.0
2022-05-07,0,0.0
2022-05-08,0,0.0
2022-05-09,0,0.0
2022-05-10,0,0.0
2022-05-11,0,0.0
2022-05-12,0,0.0
2022-05-13,1,0.17
2022-05-14,7,1.43
2022-05-15,14,3.13
2022-05-16,6,0.82
2022-05-17,0,0.0
2022-05-18,0,0.0
2022-05-19,0,0.0
2022-05-20,0,0.0
2022-05-21,0,0.0
2022-05-22,0,0.0
2022-05-23,2,0.97
2022-05-24,1,0.26
2022-05-25,5,1.11
2022-05-26,1,0.15
2022-05-27,5,1.9
2022-05-28,1,0.11
2022-05-29,0,0.0
